Format Version,1.23,Take Name,Take 2024-07-17 09.12.15 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-07-17 09.12.15.319 AM,Total Frames in Take,11539,Total Exported Frames,11539,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,drone,drone,drone,drone,drone,drone,drone
,ID,"22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189","22A75B1D441211EF92AE9699928D7189"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
269,2.241667,-0.022983,0.999288,-0.004477,-0.029582,-1.424442,0.229430,-0.102290
270,2.250000,-0.022933,0.999291,-0.004405,-0.029540,-1.424437,0.229425,-0.102278
271,2.258333,-0.023008,0.999289,-0.004631,-0.029513,-1.424457,0.229424,-0.102252
272,2.266667,-0.023060,0.999288,-0.004654,-0.029514,-1.424442,0.229437,-0.102258
273,2.275000,-0.023059,0.999287,-0.004594,-0.029536,-1.424463,0.229442,-0.102248
274,2.283333,-0.022993,0.999287,-0.004486,-0.029594,-1.424444,0.229417,-0.102274
275,2.291667,-0.023092,0.999286,-0.004640,-0.029554,-1.424473,0.229442,-0.102253
276,2.300000,-0.022995,0.999289,-0.004423,-0.029558,-1.424487,0.229441,-0.102279
277,2.308333,-0.023011,0.999288,-0.004383,-0.029586,-1.424452,0.229419,-0.102261
278,2.316667,-0.023010,0.999287,-0.004411,-0.029604,-1.424442,0.229426,-0.102276
279,2.325000,-0.022985,0.999287,-0.004499,-0.029610,-1.424455,0.229421,-0.102288
280,2.333333,-0.022989,0.999289,-0.004475,-0.029558,-1.424439,0.229425,-0.102278
281,2.341667,-0.022939,0.999287,-0.004852,-0.029596,-1.424464,0.229437,-0.102239
282,2.350000,-0.022922,0.999290,-0.004445,-0.029562,-1.424443,0.229428,-0.102269
283,2.358333,-0.023042,0.999287,-0.004624,-0.029534,-1.424458,0.229430,-0.102244
284,2.366667,-0.023047,0.999289,-0.004680,-0.029474,-1.424455,0.229424,-0.102257
285,2.375000,-0.023046,0.999288,-0.004656,-0.029494,-1.424450,0.229427,-0.102254
286,2.383333,-0.023000,0.999286,-0.004539,-0.029630,-1.424450,0.229419,-0.102269
287,2.391667,-0.023031,0.999286,-0.004518,-0.029622,-1.424458,0.229427,-0.102269
288,2.400000,-0.022966,0.999288,-0.004438,-0.029609,-1.424458,0.229438,-0.102266
289,2.408333,,,,,,,
290,2.416667,-0.023030,0.999287,-0.004413,-0.029585,-1.424454,0.229422,-0.102276
291,2.425000,-0.023004,0.999288,-0.004453,-0.029570,-1.424454,0.229421,-0.102276
292,2.433333,-0.023008,0.999290,-0.004400,-0.029519,-1.424468,0.229444,-0.102280
293,2.441667,-0.023026,0.999288,-0.004408,-0.029567,-1.424435,0.229428,-0.102261
294,2.450000,-0.022962,0.999290,-0.004419,-0.029538,-1.424431,0.229422,-0.102255
295,2.458333,-0.023000,0.999290,-0.004651,-0.029470,-1.424450,0.229432,-0.102237
296,2.466667,-0.023027,0.999288,-0.004685,-0.029510,-1.424462,0.229428,-0.102242
297,2.475000,-0.023021,0.999287,-0.004771,-0.029531,-1.424461,0.229415,-0.102266
298,2.483333,-0.023088,0.999286,-0.004761,-0.029525,-1.424458,0.229431,-0.102259
299,2.491667,-0.023003,0.999287,-0.004491,-0.029618,-1.424446,0.229431,-0.102269
300,2.500000,-0.022993,0.999287,-0.004491,-0.029604,-1.424444,0.229409,-0.102271
301,2.508333,-0.023050,0.999287,-0.004439,-0.029565,-1.424450,0.229412,-0.102284
302,2.516667,-0.023021,0.999288,-0.004368,-0.029563,-1.424453,0.229418,-0.102286
303,2.525000,-0.023048,0.999287,-0.004423,-0.029568,-1.424453,0.229418,-0.102276
304,2.533333,-0.022944,0.999290,-0.004441,-0.029559,-1.424447,0.229407,-0.102277
305,2.541667,-0.022937,0.999289,-0.004402,-0.029591,-1.424421,0.229420,-0.102286
306,2.550000,-0.022963,0.999290,-0.004447,-0.029521,-1.424439,0.229405,-0.102274
307,2.558333,-0.023028,0.999288,-0.004703,-0.029528,-1.424453,0.229419,-0.102264
308,2.566667,-0.023002,0.999288,-0.004569,-0.029561,-1.424441,0.229399,-0.102270
309,2.575000,-0.023039,0.999287,-0.004752,-0.029527,-1.424462,0.229424,-0.102254
310,2.583333,-0.023016,0.999287,-0.004650,-0.029555,-1.424458,0.229433,-0.102256
311,2.591667,-0.023123,0.999286,-0.004616,-0.029519,-1.424468,0.229434,-0.102247
312,2.600000,-0.023025,0.999286,-0.004429,-0.029629,-1.424458,0.229421,-0.102278
313,2.608333,-0.023031,0.999287,-0.004413,-0.029596,-1.424455,0.229428,-0.102275
314,2.616667,-0.023035,0.999288,-0.004569,-0.029527,-1.424464,0.229434,-0.102256
315,2.625000,-0.022989,0.999288,-0.004381,-0.029598,-1.424441,0.229431,-0.102279
316,2.633333,-0.022993,0.999289,-0.004421,-0.029563,-1.424450,0.229419,-0.102280
317,2.641667,-0.022958,0.999289,-0.004437,-0.029583,-1.424447,0.229407,-0.102279
318,2.650000,-0.022955,0.999289,-0.004449,-0.029578,-1.424446,0.229409,-0.102278
319,2.658333,-0.022935,0.999289,-0.004414,-0.029593,-1.424462,0.229405,-0.102249
320,2.666667,-0.022973,0.999288,-0.004485,-0.029592,-1.424451,0.229415,-0.102268
321,2.675000,-0.022970,0.999289,-0.004419,-0.029566,-1.424449,0.229422,-0.102257
322,2.683333,-0.023011,0.999287,-0.004494,-0.029588,-1.424460,0.229426,-0.102277
323,2.691667,-0.023015,0.999286,-0.004457,-0.029621,-1.424454,0.229426,-0.102267
324,2.700000,-0.023055,0.999287,-0.004448,-0.029581,-1.424453,0.229419,-0.102272
325,2.708333,-0.023011,0.999286,-0.004478,-0.029629,-1.424457,0.229422,-0.102285
326,2.716667,-0.022982,0.999287,-0.004466,-0.029603,-1.424454,0.229405,-0.102282
327,2.725000,-0.023035,0.999288,-0.004355,-0.029571,-1.424454,0.229430,-0.102277
328,2.733333,-0.022994,0.999289,-0.004435,-0.029541,-1.424447,0.229419,-0.102276
329,2.741667,-0.022983,0.999290,-0.004399,-0.029543,-1.424448,0.229440,-0.102275
330,2.750000,-0.022932,0.999290,-0.004376,-0.029566,-1.424443,0.229443,-0.102266
331,2.758333,-0.022961,0.999290,-0.004441,-0.029542,-1.424436,0.229433,-0.102269
332,2.766667,-0.023011,0.999288,-0.004693,-0.029532,-1.424453,0.229427,-0.102247
333,2.775000,-0.023034,0.999287,-0.004639,-0.029538,-1.424450,0.229433,-0.102241
334,2.783333,-0.022842,0.999293,-0.005000,-0.029438,-1.424470,0.229380,-0.102197
335,2.791667,-0.023017,0.999285,-0.004449,-0.029664,-1.424468,0.229437,-0.102274
336,2.800000,-0.022971,0.999287,-0.004456,-0.029627,-1.424470,0.229447,-0.102265
337,2.808333,-0.022983,0.999288,-0.004414,-0.029596,-1.424449,0.229434,-0.102281
338,2.816667,-0.022986,0.999289,-0.004406,-0.029561,-1.424456,0.229430,-0.102266
339,2.825000,-0.023025,0.999288,-0.004393,-0.029558,-1.424443,0.229431,-0.102279
340,2.833333,-0.022962,0.999289,-0.004481,-0.029569,-1.424433,0.229425,-0.102284
341,2.841667,-0.022967,0.999289,-0.004425,-0.029563,-1.424442,0.229420,-0.102277
342,2.850000,-0.022926,0.999290,-0.004471,-0.029571,-1.424456,0.229428,-0.102268
343,2.858333,-0.022946,0.999286,-0.004703,-0.029640,-1.424452,0.229421,-0.102257
344,2.866667,-0.023034,0.999288,-0.004659,-0.029530,-1.424458,0.229438,-0.102262
345,2.875000,-0.022968,0.999287,-0.004494,-0.029617,-1.424450,0.229429,-0.102264
346,2.883333,-0.023041,0.999288,-0.004679,-0.029505,-1.424460,0.229433,-0.102250
347,2.891667,-0.023031,0.999286,-0.004514,-0.029621,-1.424454,0.229440,-0.102274
348,2.900000,-0.023015,0.999285,-0.004441,-0.029653,-1.424450,0.229434,-0.102286
349,2.908333,-0.022974,0.999289,-0.004434,-0.029576,-1.424462,0.229430,-0.102272
350,2.916667,-0.023025,0.999286,-0.004389,-0.029627,-1.424461,0.229430,-0.102284
351,2.925000,-0.023000,0.999288,-0.004400,-0.029584,-1.424460,0.229421,-0.102279
352,2.933333,-0.022921,0.999290,-0.004477,-0.029551,-1.424441,0.229447,-0.102275
353,2.941667,-0.023003,0.999288,-0.004425,-0.029589,-1.424455,0.229424,-0.102278
354,2.950000,-0.022959,0.999289,-0.004409,-0.029576,-1.424449,0.229423,-0.102274
355,2.958333,-0.022973,0.999290,-0.004627,-0.029505,-1.424444,0.229438,-0.102251
356,2.966667,-0.023049,0.999287,-0.004699,-0.029536,-1.424452,0.229420,-0.102257
357,2.975000,-0.023070,0.999287,-0.004698,-0.029515,-1.424454,0.229421,-0.102262
358,2.983333,-0.023058,0.999286,-0.004780,-0.029542,-1.424461,0.229426,-0.102246
359,2.991667,-0.022840,0.999293,-0.004899,-0.029466,-1.424470,0.229383,-0.102197
360,3.000000,-0.023000,0.999286,-0.004394,-0.029639,-1.424452,0.229437,-0.102287
361,3.008333,-0.023032,0.999287,-0.004444,-0.029601,-1.424470,0.229436,-0.102269
362,3.016667,-0.023026,0.999287,-0.004419,-0.029579,-1.424443,0.229433,-0.102283
363,3.025000,-0.022969,0.999288,-0.004452,-0.029608,-1.424448,0.229435,-0.102282
364,3.033333,-0.022975,0.999288,-0.004399,-0.029588,-1.424436,0.229425,-0.102292
365,3.041667,-0.022962,0.999289,-0.004429,-0.029569,-1.424440,0.229427,-0.102276
366,3.050000,-0.022930,0.999290,-0.004454,-0.029554,-1.424444,0.229424,-0.102271
367,3.058333,-0.023032,0.999289,-0.004658,-0.029498,-1.424461,0.229417,-0.102240
368,3.066667,-0.022856,0.999294,-0.005157,-0.029372,-1.424466,0.229375,-0.102182
369,3.075000,-0.022965,0.999288,-0.004478,-0.029594,-1.424443,0.229410,-0.102274
370,3.083333,-0.023036,0.999287,-0.004510,-0.029587,-1.424449,0.229441,-0.102277
371,3.091667,-0.023118,0.999283,-0.004709,-0.029614,-1.424466,0.229434,-0.102276
372,3.100000,-0.022883,0.999294,-0.004823,-0.029397,-1.424453,0.229382,-0.102203
373,3.108333,-0.023017,0.999287,-0.004412,-0.029615,-1.424454,0.229430,-0.102290
374,3.116667,-0.022986,0.999288,-0.004421,-0.029591,-1.424459,0.229437,-0.102275
375,3.125000,-0.023021,0.999288,-0.004434,-0.029576,-1.424456,0.229425,-0.102274
376,3.133333,-0.022961,0.999288,-0.004434,-0.029604,-1.424446,0.229436,-0.102288
377,3.141667,-0.022968,0.999290,-0.004389,-0.029560,-1.424444,0.229432,-0.102269
378,3.150000,-0.022976,0.999290,-0.004482,-0.029513,-1.424454,0.229429,-0.102273
379,3.158333,-0.023031,0.999287,-0.004780,-0.029525,-1.424460,0.229425,-0.102267
380,3.166667,-0.023019,0.999287,-0.004743,-0.029547,-1.424465,0.229436,-0.102253
381,3.175000,-0.022964,0.999287,-0.004457,-0.029629,-1.424473,0.229419,-0.102259
382,3.183333,-0.022982,0.999287,-0.004476,-0.029606,-1.424451,0.229403,-0.102294
383,3.191667,-0.023086,0.999286,-0.004679,-0.029553,-1.424484,0.229440,-0.102261
384,3.200000,-0.023000,0.999286,-0.004533,-0.029628,-1.424457,0.229430,-0.102294
385,3.208333,-0.022981,0.999287,-0.004453,-0.029625,-1.424454,0.229435,-0.102300
386,3.216667,-0.022996,0.999288,-0.004390,-0.029595,-1.424454,0.229436,-0.102286
387,3.225000,-0.022982,0.999288,-0.004398,-0.029607,-1.424444,0.229432,-0.102287
388,3.233333,-0.022975,0.999288,-0.004416,-0.029591,-1.424447,0.229445,-0.102291
389,3.241667,-0.023012,0.999291,-0.004522,-0.029464,-1.424457,0.229451,-0.102281
390,3.250000,-0.022972,0.999289,-0.004454,-0.029559,-1.424450,0.229421,-0.102272
391,3.258333,-0.022967,0.999288,-0.004456,-0.029591,-1.424451,0.229417,-0.102268
392,3.266667,-0.023038,0.999287,-0.004652,-0.029534,-1.424453,0.229439,-0.102267
393,3.275000,-0.022948,0.999289,-0.004527,-0.029566,-1.424439,0.229424,-0.102263
394,3.283333,-0.023073,0.999286,-0.004706,-0.029563,-1.424465,0.229419,-0.102253
395,3.291667,-0.022953,0.999287,-0.004495,-0.029632,-1.424444,0.229420,-0.102279
396,3.300000,-0.023010,0.999286,-0.004466,-0.029625,-1.424449,0.229420,-0.102295
397,3.308333,-0.023042,0.999286,-0.004493,-0.029602,-1.424462,0.229430,-0.102274
398,3.316667,-0.022957,0.999289,-0.004409,-0.029591,-1.424451,0.229433,-0.102274
399,3.325000,-0.022998,0.999287,-0.004439,-0.029608,-1.424443,0.229421,-0.102285
400,3.333333,-0.022971,0.999288,-0.004396,-0.029600,-1.424435,0.229423,-0.102291
401,3.341667,-0.022963,0.999288,-0.004497,-0.029602,-1.424450,0.229419,-0.102285
402,3.350000,-0.022998,0.999289,-0.004642,-0.029525,-1.424446,0.229427,-0.102279
403,3.358333,-0.022936,0.999290,-0.004420,-0.029561,-1.424453,0.229422,-0.102269
404,3.366667,-0.023051,0.999287,-0.004755,-0.029510,-1.424465,0.229421,-0.102270
405,3.375000,-0.023046,0.999287,-0.004712,-0.029524,-1.424465,0.229415,-0.102271
406,3.383333,-0.022971,0.999287,-0.004571,-0.029625,-1.424470,0.229423,-0.102265
407,3.391667,-0.023061,0.999286,-0.004508,-0.029599,-1.424453,0.229424,-0.102276
408,3.400000,-0.023061,0.999286,-0.004452,-0.029610,-1.424465,0.229418,-0.102280
409,3.408333,-0.023004,0.999287,-0.004503,-0.029593,-1.424455,0.229413,-0.102281
410,3.416667,-0.022975,0.999288,-0.004420,-0.029592,-1.424452,0.229418,-0.102282
411,3.425000,-0.023023,0.999288,-0.004405,-0.029575,-1.424461,0.229408,-0.102280
412,3.433333,-0.022984,0.999288,-0.004461,-0.029589,-1.424451,0.229424,-0.102290
413,3.441667,-0.022956,0.999289,-0.004456,-0.029568,-1.424441,0.229418,-0.102283
414,3.450000,-0.022964,0.999290,-0.004495,-0.029539,-1.424443,0.229418,-0.102263
415,3.458333,-0.023013,0.999290,-0.004684,-0.029478,-1.424454,0.229436,-0.102253
416,3.466667,-0.023050,0.999288,-0.004736,-0.029494,-1.424447,0.229424,-0.102254
417,3.475000,-0.023055,0.999287,-0.004684,-0.029535,-1.424450,0.229433,-0.102268
418,3.483333,-0.022863,0.999294,-0.005050,-0.029381,-1.424451,0.229370,-0.102192
419,3.491667,-0.023041,0.999285,-0.004430,-0.029658,-1.424457,0.229445,-0.102269
420,3.500000,-0.022895,0.999292,-0.004817,-0.029455,-1.424461,0.229388,-0.102201
421,3.508333,-0.022995,0.999286,-0.004381,-0.029667,-1.424447,0.229423,-0.102281
422,3.516667,-0.023058,0.999286,-0.004408,-0.029588,-1.424463,0.229419,-0.102283
423,3.525000,-0.022975,0.999289,-0.004431,-0.029573,-1.424451,0.229431,-0.102295
424,3.533333,-0.022997,0.999291,-0.004430,-0.029472,-1.424482,0.229430,-0.102286
425,3.541667,-0.022948,0.999289,-0.004375,-0.029591,-1.424448,0.229433,-0.102303
426,3.550000,-0.022983,0.999289,-0.004431,-0.029565,-1.424450,0.229433,-0.102283
427,3.558333,-0.023010,0.999288,-0.004481,-0.029566,-1.424464,0.229420,-0.102272
428,3.566667,-0.023098,0.999286,-0.004731,-0.029516,-1.424463,0.229423,-0.102268
429,3.575000,-0.022999,0.999287,-0.004562,-0.029587,-1.424470,0.229417,-0.102272
430,3.583333,-0.023046,0.999286,-0.004414,-0.029621,-1.424460,0.229429,-0.102273
431,3.591667,-0.023018,0.999286,-0.004412,-0.029649,-1.424465,0.229430,-0.102272
432,3.600000,-0.022867,0.999293,-0.004841,-0.029438,-1.424454,0.229367,-0.102212
433,3.608333,,,,,,,
434,3.616667,-0.023020,0.999287,-0.004443,-0.029579,-1.424451,0.229440,-0.102282
435,3.625000,-0.023001,0.999287,-0.004418,-0.029600,-1.424455,0.229417,-0.102297
436,3.633333,-0.022995,0.999288,-0.004407,-0.029569,-1.424436,0.229418,-0.102273
437,3.641667,,,,,,,
438,3.650000,-0.022971,0.999289,-0.004426,-0.029565,-1.424443,0.229405,-0.102272
439,3.658333,-0.022985,0.999289,-0.004535,-0.029552,-1.424441,0.229405,-0.102270
440,3.666667,-0.022992,0.999288,-0.004474,-0.029573,-1.424459,0.229417,-0.102267
441,3.675000,-0.022999,0.999287,-0.004469,-0.029611,-1.424454,0.229431,-0.102267
442,3.683333,-0.023023,0.999286,-0.004444,-0.029623,-1.424450,0.229429,-0.102262
443,3.691667,-0.023031,0.999286,-0.004458,-0.029616,-1.424456,0.229435,-0.102271
444,3.700000,-0.023140,0.999284,-0.004591,-0.029574,-1.424475,0.229435,-0.102257
445,3.708333,-0.022856,0.999293,-0.004819,-0.029457,-1.424464,0.229370,-0.102213
446,3.716667,-0.022979,0.999287,-0.004442,-0.029622,-1.424452,0.229441,-0.102295
447,3.725000,-0.022799,0.999296,-0.004762,-0.029429,-1.424450,0.229397,-0.102216
448,3.733333,-0.022949,0.999290,-0.004392,-0.029569,-1.424450,0.229443,-0.102270
449,3.741667,-0.023012,0.999290,-0.004467,-0.029509,-1.424475,0.229431,-0.102285
450,3.750000,-0.022945,0.999289,-0.004438,-0.029573,-1.424446,0.229432,-0.102282
451,3.758333,-0.022958,0.999288,-0.004486,-0.029593,-1.424452,0.229436,-0.102277
452,3.766667,-0.023108,0.999287,-0.004596,-0.029512,-1.424462,0.229444,-0.102266
453,3.775000,-0.023032,0.999288,-0.004631,-0.029531,-1.424459,0.229450,-0.102241
454,3.783333,-0.023079,0.999285,-0.004699,-0.029572,-1.424463,0.229445,-0.102269
455,3.791667,-0.023127,0.999286,-0.004569,-0.029530,-1.424453,0.229452,-0.102250
456,3.800000,-0.023032,0.999286,-0.004417,-0.029639,-1.424460,0.229437,-0.102283
457,3.808333,-0.022970,0.999288,-0.004429,-0.029613,-1.424452,0.229436,-0.102286
458,3.816667,-0.022979,0.999288,-0.004378,-0.029612,-1.424458,0.229433,-0.102285
459,3.825000,-0.022998,0.999288,-0.004421,-0.029570,-1.424443,0.229446,-0.102277
460,3.833333,-0.022998,0.999288,-0.004460,-0.029571,-1.424449,0.229429,-0.102285
461,3.841667,-0.022928,0.999290,-0.004407,-0.029575,-1.424452,0.229438,-0.102279
462,3.850000,-0.023030,0.999289,-0.004591,-0.029498,-1.424442,0.229430,-0.102263
463,3.858333,-0.022971,0.999289,-0.004469,-0.029551,-1.424449,0.229416,-0.102265
464,3.866667,-0.023064,0.999287,-0.004647,-0.029529,-1.424456,0.229428,-0.102253
465,3.875000,-0.023055,0.999287,-0.004705,-0.029533,-1.424471,0.229421,-0.102259
466,3.883333,-0.023039,0.999288,-0.004589,-0.029514,-1.424463,0.229433,-0.102251
467,3.891667,-0.023093,0.999286,-0.004615,-0.029532,-1.424475,0.229436,-0.102252
468,3.900000,-0.023038,0.999287,-0.004415,-0.029591,-1.424454,0.229434,-0.102271
469,3.908333,-0.023043,0.999286,-0.004393,-0.029629,-1.424465,0.229425,-0.102274
470,3.916667,-0.023004,0.999288,-0.004423,-0.029563,-1.424435,0.229444,-0.102281
471,3.925000,-0.022953,0.999288,-0.004407,-0.029609,-1.424456,0.229429,-0.102297
472,3.933333,-0.022995,0.999289,-0.004425,-0.029549,-1.424450,0.229426,-0.102291
473,3.941667,-0.022967,0.999289,-0.004405,-0.029567,-1.424454,0.229426,-0.102269
474,3.950000,-0.022951,0.999289,-0.004449,-0.029579,-1.424446,0.229428,-0.102269
475,3.958333,-0.023060,0.999288,-0.004627,-0.029501,-1.424467,0.229425,-0.102254
476,3.966667,-0.022998,0.999288,-0.004470,-0.029587,-1.424451,0.229419,-0.102270
477,3.975000,-0.023046,0.999287,-0.004614,-0.029543,-1.424476,0.229432,-0.102263
478,3.983333,-0.022998,0.999286,-0.004428,-0.029633,-1.424460,0.229427,-0.102269
479,3.991667,-0.023034,0.999287,-0.004474,-0.029577,-1.424464,0.229424,-0.102272
480,4.000000,-0.022996,0.999287,-0.004451,-0.029625,-1.424457,0.229422,-0.102276
481,4.008333,-0.023107,0.999285,-0.004530,-0.029574,-1.424459,0.229456,-0.102278
482,4.016667,-0.022987,0.999289,-0.004405,-0.029576,-1.424452,0.229452,-0.102285
483,4.025000,-0.023030,0.999287,-0.004404,-0.029585,-1.424454,0.229435,-0.102290
484,4.033333,-0.022985,0.999289,-0.004385,-0.029557,-1.424447,0.229432,-0.102278
485,4.041667,-0.022974,0.999287,-0.004484,-0.029614,-1.424437,0.229425,-0.102299
486,4.050000,-0.023007,0.999288,-0.004449,-0.029574,-1.424446,0.229423,-0.102282
487,4.058333,-0.022981,0.999288,-0.004449,-0.029582,-1.424447,0.229440,-0.102272
488,4.066667,-0.023056,0.999288,-0.004628,-0.029512,-1.424466,0.229427,-0.102259
489,4.075000,-0.022985,0.999288,-0.004526,-0.029584,-1.424456,0.229410,-0.102266
490,4.083333,-0.022972,0.999288,-0.004413,-0.029595,-1.424455,0.229435,-0.102267
491,4.091667,-0.023042,0.999288,-0.004377,-0.029570,-1.424456,0.229439,-0.102266
492,4.100000,-0.023000,0.999288,-0.004461,-0.029562,-1.424472,0.229443,-0.102281
493,4.108333,-0.022994,0.999289,-0.004385,-0.029570,-1.424459,0.229433,-0.102262
494,4.116667,-0.022946,0.999289,-0.004445,-0.029583,-1.424459,0.229435,-0.102283
495,4.125000,-0.022981,0.999289,-0.004350,-0.029591,-1.424440,0.229445,-0.102271
496,4.133333,-0.022974,0.999289,-0.004374,-0.029573,-1.424434,0.229442,-0.102287
497,4.141667,-0.023005,0.999289,-0.004407,-0.029562,-1.424445,0.229425,-0.102272
498,4.150000,-0.023006,0.999289,-0.004566,-0.029518,-1.424464,0.229448,-0.102253
499,4.158333,,,,,,,
500,4.166667,-0.022992,0.999288,-0.004506,-0.029585,-1.424467,0.229428,-0.102268
501,4.175000,-0.022985,0.999287,-0.004508,-0.029602,-1.424458,0.229435,-0.102260
502,4.183333,-0.023018,0.999287,-0.004491,-0.029602,-1.424461,0.229432,-0.102277
503,4.191667,-0.023044,0.999287,-0.004664,-0.029550,-1.424463,0.229437,-0.102256
504,4.200000,-0.022975,0.999286,-0.004500,-0.029650,-1.424449,0.229436,-0.102276
505,4.208333,-0.023047,0.999285,-0.004418,-0.029627,-1.424473,0.229431,-0.102271
506,4.216667,-0.022966,0.999288,-0.004367,-0.029614,-1.424452,0.229453,-0.102284
507,4.225000,-0.022982,0.999289,-0.004448,-0.029542,-1.424449,0.229428,-0.102270
508,4.233333,,,,,,,
509,4.241667,,,,,,,
510,4.250000,-0.022987,0.999288,-0.004415,-0.029577,-1.424456,0.229432,-0.102274
511,4.258333,,,,,,,
512,4.266667,-0.023038,0.999288,-0.004703,-0.029514,-1.424449,0.229436,-0.102253
513,4.275000,-0.023110,0.999287,-0.004622,-0.029514,-1.424459,0.229434,-0.102255
514,4.283333,-0.023041,0.999285,-0.004724,-0.029592,-1.424483,0.229447,-0.102245
515,4.291667,-0.023073,0.999286,-0.004664,-0.029553,-1.424456,0.229443,-0.102258
516,4.300000,,,,,,,
517,4.308333,,,,,,,
518,4.316667,-0.022953,0.999288,-0.004434,-0.029605,-1.424447,0.229426,-0.102283
519,4.325000,-0.022978,0.999288,-0.004481,-0.029587,-1.424446,0.229408,-0.102276
520,4.333333,-0.022988,0.999289,-0.004423,-0.029541,-1.424439,0.229419,-0.102273
521,4.341667,-0.022981,0.999290,-0.004451,-0.029518,-1.424438,0.229408,-0.102280
522,4.350000,-0.023014,0.999288,-0.004692,-0.029513,-1.424458,0.229423,-0.102274
523,4.358333,-0.022953,0.999289,-0.004473,-0.029579,-1.424448,0.229423,-0.102257
524,4.366667,-0.023098,0.999287,-0.004703,-0.029506,-1.424453,0.229440,-0.102249
525,4.375000,-0.022959,0.999288,-0.004515,-0.029610,-1.424456,0.229424,-0.102264
526,4.383333,-0.023021,0.999287,-0.004440,-0.029604,-1.424461,0.229422,-0.102272
527,4.391667,-0.023021,0.999286,-0.004456,-0.029641,-1.424459,0.229444,-0.102288
528,4.400000,-0.022985,0.999288,-0.004459,-0.029597,-1.424466,0.229431,-0.102264
529,4.408333,-0.022996,0.999287,-0.004416,-0.029605,-1.424459,0.229428,-0.102283
530,4.416667,-0.022922,0.999291,-0.004410,-0.029539,-1.424460,0.229439,-0.102292
531,4.425000,-0.022978,0.999287,-0.004450,-0.029621,-1.424452,0.229437,-0.102294
532,4.433333,-0.023010,0.999290,-0.004346,-0.029530,-1.424435,0.229439,-0.102288
533,4.441667,-0.022980,0.999289,-0.004434,-0.029553,-1.424441,0.229426,-0.102272
534,4.450000,-0.022980,0.999287,-0.004474,-0.029604,-1.424436,0.229431,-0.102282
535,4.458333,-0.023042,0.999288,-0.004639,-0.029506,-1.424451,0.229441,-0.102267
536,4.466667,-0.022946,0.999290,-0.004489,-0.029563,-1.424448,0.229419,-0.102265
537,4.475000,-0.022998,0.999287,-0.004515,-0.029597,-1.424464,0.229425,-0.102269
538,4.483333,-0.023057,0.999286,-0.004629,-0.029573,-1.424467,0.229458,-0.102264
539,4.491667,-0.023053,0.999284,-0.004539,-0.029648,-1.424467,0.229437,-0.102286
540,4.500000,-0.022993,0.999285,-0.004497,-0.029660,-1.424475,0.229426,-0.102298
541,4.508333,-0.023017,0.999286,-0.004410,-0.029645,-1.424465,0.229453,-0.102298
542,4.516667,-0.023015,0.999287,-0.004445,-0.029598,-1.424474,0.229432,-0.102290
543,4.525000,-0.023000,0.999288,-0.004423,-0.029586,-1.424462,0.229433,-0.102303
544,4.533333,-0.023006,0.999287,-0.004440,-0.029596,-1.424469,0.229436,-0.102290
545,4.541667,-0.022962,0.999289,-0.004400,-0.029567,-1.424459,0.229448,-0.102304
546,4.550000,-0.022929,0.999291,-0.004469,-0.029531,-1.424470,0.229435,-0.102286
547,4.558333,-0.022963,0.999288,-0.004535,-0.029594,-1.424482,0.229436,-0.102284
548,4.566667,-0.022990,0.999287,-0.004656,-0.029571,-1.424476,0.229439,-0.102271
549,4.575000,-0.022946,0.999287,-0.004494,-0.029633,-1.424461,0.229442,-0.102296
550,4.583333,-0.022969,0.999287,-0.004470,-0.029624,-1.424466,0.229426,-0.102294
551,4.591667,-0.023062,0.999286,-0.004608,-0.029578,-1.424480,0.229451,-0.102292
552,4.600000,-0.022991,0.999287,-0.004415,-0.029640,-1.424485,0.229453,-0.102291
553,4.608333,-0.023039,0.999286,-0.004371,-0.029637,-1.424480,0.229451,-0.102295
554,4.616667,-0.022996,0.999288,-0.004411,-0.029583,-1.424474,0.229441,-0.102293
555,4.625000,-0.022965,0.999289,-0.004306,-0.029594,-1.424469,0.229453,-0.102286
556,4.633333,-0.022975,0.999288,-0.004418,-0.029617,-1.424453,0.229454,-0.102277
557,4.641667,-0.023012,0.999287,-0.004398,-0.029617,-1.424459,0.229459,-0.102282
558,4.650000,-0.022984,0.999288,-0.004486,-0.029588,-1.424462,0.229455,-0.102285
559,4.658333,-0.023019,0.999290,-0.004615,-0.029481,-1.424469,0.229456,-0.102254
560,4.666667,-0.023037,0.999288,-0.004605,-0.029519,-1.424478,0.229472,-0.102245
561,4.675000,-0.022965,0.999287,-0.004481,-0.029640,-1.424472,0.229464,-0.102277
562,4.683333,-0.022986,0.999289,-0.004397,-0.029567,-1.424468,0.229458,-0.102252
